profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.0,2,0.0,0,85,0,0,421,1928,2535,0
1,0.0,1,0.0,0,67,0,0,93,696,1401,0
1,0.0,2,0.0,0,21,0,0,102,3697,539,0
1,0.0,1,0.0,0,26,0,0,15,759,1118,0
1,0.1692030517464892,3,0.0,0,60,0,0,7,187,308,0
1,0.0256473401181763,2,0.0,0,57,0,0,46,376,466,0
1,0.0906989418613093,2,0.0,0,0,0,0,80,1296,408,0
1,0.0,2,0.0,0,55,0,0,329,2667,576,0
1,0.030511762632404,1,0.0,0,9,0,0,5,110,113,0
1,0.0,1,0.0,0,8,0,0,95,842,509,0
1,0.0,2,0.0,0,64,1,0,80,757,211,0
1,0.0,1,0.0,0,74,0,0,97,719,1421,0
1,0.0,1,0.0,0,20,0,0,99,1187,899,0
1,0.0,1,0.0,0,0,0,0,3,331,330,0
1,0.0,0,0.0,0,31,0,0,177,1307,854,0
1,0.0972231142552592,1,0.0540128412529218,0,57,0,0,707,737,1008,0
1,0.0,1,0.0,0,25,0,0,299,4845,696,0
1,0.0,1,0.0,0,3,0,0,123,862,521,0
1,0.0,1,0.0,0,18,0,0,19,105,130,0
1,0.0309914068534927,2,0.0,0,23,0,0,314,415,403,0
1,0.0222238144689078,0,0.0,0,20,0,1,113,1037,534,0
1,0.0,1,0.0,0,74,0,1,30,768,394,0
1,0.0,2,0.0093137573677729,0,2,0,0,69,7023,325,0
1,0.0,4,0.0,0,0,0,0,73,537,650,0
1,0.0138257505081704,1,0.0,0,0,0,0,8,107,98,0
1,0.1254171325771896,2,0.0,0,21,0,0,33,1242,540,0
1,0.0,2,0.0,0,131,1,0,544,105467,255,0
1,0.2032009253546641,0,0.0,0,0,0,1,14,286,330,0
1,0.0,1,0.0,0,10,0,0,126,670,358,0
1,0.0,1,0.0,0,25,0,0,302,665,975,0
1,0.0,0,0.0,0,93,0,0,89,1027,2259,0
1,0.0,1,0.0,0,43,0,0,238,5189,661,0
1,0.0,2,0.0,0,59,0,0,589,10121,1070,0
1,0.0,2,0.0,0,0,0,0,8,217,74,0
1,0.0555078502011382,1,0.0,0,50,0,0,465,9400,799,0
1,0.0,0,0.0,0,1,0,0,7197,876460,26,0
1,0.0785948450690582,1,0.0,0,101,0,1,39,120,190,0
1,0.1261950237295977,0,0.0,0,33,0,0,219,1527,2436,0
1,0.0409345109265209,2,0.0,0,15,0,0,282,385,447,0
0,0.0,0,0.0,0,31,0,1,57,634,1023,0
1,0.0,2,0.0,0,0,0,0,7,79,60,0
1,0.0,1,0.0,0,0,0,0,23,592,1357,0
1,0.0,1,0.0,0,121,1,0,680,23121,897,0
1,0.0,0,0.0,0,17,0,1,130,1010,526,0
1,0.110386129629067,2,0.0,0,12,0,0,53,1266,483,0
1,0.0,1,0.0,0,47,0,0,50,625,589,0
1,0.1127346166835288,2,0.0,0,14,0,0,50,1262,492,0
1,0.0,1,0.0,0,53,0,0,74,1759,642,0
1,0.0,2,0.0,0,1,0,0,43,199,371,0
1,0.0,2,0.0,0,0,0,0,33,203,345,0
1,0.0,2,0.0,0,90,0,0,25,213,267,0
1,0.0,2,0.0,0,64,1,0,432,33941,2417,0
1,0.0847139489693785,2,0.0,0,0,0,0,11,164,92,0
1,0.0,1,0.0,0,31,0,0,299,1004,551,0
1,0.244099774905956,2,0.0,0,0,0,0,10,171,171,0
1,0.0,2,0.0,0,121,1,0,483,14754,563,0
1,0.0783563822773115,2,0.0,0,22,0,0,10,408,396,0
1,0.0,0,0.0,0,76,0,0,60,283,1341,0
1,0.1165696373605921,2,0.0,0,0,0,0,7,100,126,0
1,0.0,2,0.0,0,63,1,0,393,34468,2026,0
1,0.0,0,0.0,0,116,1,0,190,2684,582,0
1,0.0,2,0.0,0,3,0,0,54,373,361,0
1,0.0,1,0.0,0,1,0,1,32,181,391,0
1,0.1555579715284913,2,0.0,0,19,0,1,24,46,84,0
1,0.0,1,0.0,0,4,0,1,4,135,181,0
1,0.0,2,0.0,0,51,0,0,102,3543,345,0
1,0.0,2,0.0,0,38,0,0,111,540,696,0
1,0.0,2,0.0,0,66,0,0,35,457,627,0
1,0.0,2,0.0,0,0,0,0,5,207,71,0
1,0.0281885634963156,2,0.0,0,41,0,0,174,1197,328,0
1,0.0,2,0.0,0,10,1,0,486,30637,1412,0
1,0.0,1,0.0,0,46,0,0,9,307,396,0
1,0.0,0,0.0,0,24,0,0,248,1448,696,0
1,0.1503864425488189,1,0.0,0,109,0,0,84,11490,237,0
1,0.0740793972550613,1,0.0,0,54,0,0,6,102,245,0
1,0.0,2,0.0,0,18,0,0,282,3723,953,0
1,0.0,2,0.0,0,9,0,1,20,169,225,0
1,0.0488540484482326,1,0.0,0,0,0,0,7,73,52,0
1,0.0,5,0.0,0,0,0,0,17,536,664,0
1,0.0,1,0.0,0,45,0,0,56,1781,539,0
1,0.0273425281748599,1,0.0,0,23,0,1,0,112,449,0
1,0.0,2,0.0,0,58,1,0,174,11303,1081,0
1,0.0,1,0.0,0,56,0,0,456,18943,720,0
1,0.0,2,0.0,0,96,1,0,153,2437,407,0
1,0.0026332061690476,2,0.0,0,0,0,0,158,287,226,0
1,0.0543506660317046,0,0.0,0,0,0,0,401,1146,1929,0
1,0.0,2,0.0,0,94,0,0,144,2446,398,0
1,0.0,2,0.0,0,19,0,1,32,114,180,0
1,0.0,1,0.0,0,0,0,0,87,505,501,0
1,0.0,2,0.0,0,20,0,0,73,2571,733,0
1,0.0,1,0.0,0,5,0,0,9,107,102,0
1,0.0,1,0.0,0,0,0,0,342,915,557,0
1,0.0320567082405834,2,0.0,0,34,0,0,77,1227,379,0
1,0.0,2,0.0,0,9,0,0,194,664,444,0
1,0.0,1,0.0,0,70,0,0,509,19036,699,0
1,0.0,0,0.0,0,34,0,0,84,2591,996,0
1,0.0,1,0.0,0,40,0,0,3918,782123,79,0
1,0.0,2,0.0,0,115,0,0,170,43256,3449,0
1,0.0,0,0.0,0,0,1,1,75,335,553,0
0,0.1661377021040153,1,0.0,0,4,0,1,6,258,323,0
1,0.0,1,0.0,0,5,0,1,5,147,173,0
1,0.0,2,0.0,0,128,0,0,26,204,264,0
1,0.0,1,0.0,0,82,0,0,556,19121,680,0
1,0.0,2,0.0,0,126,0,0,5,228,237,0
1,0.0679582806669269,2,0.0,0,5,0,0,282,358,432,0
1,0.0,3,0.0,0,145,1,0,106,40960,3860,0
1,0.0559734308606406,0,0.0,0,51,0,0,84,1010,987,0
1,0.0,1,0.0,0,18,0,0,56,434,1249,0
1,0.1008603892138629,1,0.0,0,84,0,0,18,755,364,0
1,0.0559608491519654,1,0.0,0,138,0,0,33,831,149,0
1,0.0,1,0.0,0,5,0,1,6,173,167,0
1,0.0,2,0.0,0,30,0,0,66,726,643,0
1,0.0807831732169031,2,0.0,0,74,0,0,32,367,476,0
1,0.0969055096637488,3,0.0,0,52,0,0,7,245,334,0
1,0.0937217437897581,3,0.0,0,25,1,0,19,750,535,0
1,0.0,0,0.0,0,0,0,1,25,193,410,0
1,0.0,1,0.0,0,64,0,0,41,693,656,0
1,0.0,0,0.0,0,9,0,0,6733,870405,23,0
1,0.0,10,0.0,0,46,0,1,33,950,1179,0
1,0.0,2,0.0711617400432717,0,43,1,0,282,7825,591,0
1,0.0,2,0.0,0,19,0,0,60,693,647,0
1,0.0,0,0.0,0,19,0,0,8,287,371,0
1,0.1570447368749152,2,0.0,0,40,0,0,1415,944,931,0
1,0.0075963126579706,1,0.0,0,108,0,1,55,110,180,0
1,0.0745860038627012,1,0.0,0,0,0,0,28,153,97,0
1,0.0,2,0.0,0,77,0,0,216,5337,623,0
1,0.0,1,0.0,0,119,0,0,220,2258,157,0
1,0.0,2,0.0,0,17,0,1,55,304,559,0
1,0.0,2,0.0,0,6,0,1,4,129,122,0
1,0.0,1,0.0,0,31,0,0,1214,728,1204,0
1,0.0,2,0.0,0,41,1,0,210,12917,795,0
1,0.0,1,0.0,0,7,0,1,7,164,164,0
1,0.1846448698129911,1,0.0,0,35,0,0,18,1741,569,0
1,0.1993920674446997,4,0.0,0,64,0,0,24,4115,3427,0
1,0.0603696977278873,2,0.0,0,8,0,0,282,365,436,0
1,0.0590317320126874,2,0.0,0,47,0,0,415,350928,112,0
1,0.0241957982631503,2,0.0,0,21,0,0,281,402,456,0
1,0.0,2,0.0,0,25,0,0,10,128,176,0
1,0.0,1,0.0,0,31,0,1,62,117,206,0
1,0.1856948606773719,0,0.0,0,0,0,1,55,266,300,0
1,0.0447021029075738,2,0.0,0,83,0,0,35,961,73,0
1,0.0,0,0.0,0,97,0,0,103,831,1679,0
1,0.0,9,0.0,0,122,1,0,48,49540,299,0
1,0.0,2,0.0,0,25,0,0,85,509,670,0
1,0.0,0,0.0,0,29,0,0,179,1021,518,0
1,0.0684437954540614,2,0.0,0,13,0,0,18,416,394,0
1,0.0,2,0.0,0,36,0,1,39,1518,1432,0
1,0.1057433910874382,2,0.0,0,0,0,0,14,72,109,0
1,0.0,2,0.0,0,97,0,1,420,752,3549,0
1,0.0449452564635263,1,0.0,0,0,0,0,0,88,43,0
1,0.0,2,0.0,0,41,0,1,77,263,538,0
1,0.0,2,0.0,0,87,0,1,485,805,3599,0
1,0.000465246043267,1,0.0,0,29,0,0,64,134,232,0
1,0.0107048823961105,1,0.0,0,35,0,1,61,97,176,0
1,0.0,1,0.0,0,27,0,1,5,18,19,0
1,0.0,2,0.0,0,22,0,0,22,396,427,0
1,0.089530473708563,2,0.0,0,48,0,1,77,1309,1197,0
1,0.0,3,0.0,0,0,0,0,96,538,645,0
1,0.0,3,0.0,0,100,0,1,88,110,371,0
1,0.1339114382811082,2,0.0,0,41,0,0,20,398,251,0
1,0.1453814925509328,1,0.0,0,36,0,1,6,1197,629,0
1,0.1677226433912471,2,0.0,0,0,0,0,88,1170,611,0
1,0.0,1,0.0,0,8,0,0,82,353,547,0
1,0.0,2,0.0,0,30,0,0,215,467,315,0
1,0.0,2,0.0,0,14,0,0,140,7411,302,0
1,0.0,2,0.0,0,58,0,0,1134,530643,626,0
1,0.0030549457093379,2,0.0,0,0,0,0,9,216,75,0
1,0.048621631390137,1,0.0,0,22,0,0,18,710,580,0
1,0.1465598839396619,0,0.0,0,0,0,1,15,148,448,0
1,0.0,0,0.0,0,93,0,0,234,2750,599,0
1,0.0,2,0.0,0,13,0,1,78,220,386,0
1,0.2377413634455709,1,0.0,0,22,0,0,49,515,496,0
1,0.0,2,0.0,0,71,0,0,346,1889,2344,0
1,0.0720761787378017,1,0.0,0,22,0,0,152,1051,1040,0
1,0.0,1,0.0,0,30,0,0,302,642,710,0
1,0.0,1,0.0,0,33,0,0,92,676,1003,0
1,0.0,3,0.0,0,46,0,0,251,50331,894,0
1,0.0,2,0.0,0,11,0,0,354,708,425,0
1,0.0,2,0.0,0,50,0,0,110,177,170,0
1,0.0,1,0.0,0,3,0,0,1,329,335,0
1,0.0,1,0.0,0,133,0,0,73,119,111,0
1,0.0,1,0.0,0,3,0,0,27,591,1367,0
1,0.0,8,0.0,0,34,0,0,83,985,1161,0
1,0.0,1,0.0,0,11,0,1,1097,560,1102,0
1,0.0,2,0.0,0,96,1,0,168,2433,422,0
1,0.0,2,0.0,0,55,1,0,1159,541051,673,0
1,0.2530145776838746,0,0.0,0,50,0,0,42,1004,962,0
1,0.0,2,0.0,0,24,0,0,79,1716,1675,0
1,0.0890101488252934,1,0.0,0,0,0,0,1,69,31,0
1,0.0,1,0.0,0,30,0,0,57,128,236,0
1,0.0,0,0.0,0,5,0,1,11,171,377,0
1,0.0,1,0.0,0,89,0,0,3,63,111,0
1,0.0,2,0.0,0,21,0,0,5649,7805372,9,0
1,0.0,1,0.0,0,37,0,0,100,2641,756,0
1,0.0,2,0.0,0,21,0,0,235,417,478,0
1,0.0,7,0.0,0,131,1,0,161,69441,247,0
1,0.0,1,0.0,0,1,0,0,409,1124,1854,0
1,0.2271407722768569,0,0.0,0,36,0,0,38,989,954,0
1,0.1307522024796199,1,0.0,0,21,0,0,1021,928,545,0
1,0.0,2,0.0,0,149,0,0,117,814,4842,0
1,0.0,1,0.0,0,48,0,0,153,907,107,0
1,0.0,2,0.0,0,71,0,0,331,71827,681,0
1,0.0,1,0.0,0,57,0,0,8,1246,1194,0
1,0.0,1,0.0,0,53,0,0,300,2155,1097,0
1,0.0,0,0.0,0,1,0,0,89,4258,399,0
1,0.0,2,0.0,0,94,0,1,992,616,1364,0
1,0.0,2,0.0,0,51,0,0,313,2694,560,0
1,0.0,1,0.0,0,17,0,0,593,772,425,0
1,0.0,2,0.0,0,64,0,0,1063,502937,510,0
1,0.0469566104224298,2,0.0,0,57,0,0,87,1373,477,0
1,0.0854803487115339,2,0.0,0,0,0,0,11,163,93,0
1,0.0,2,0.0,0,62,0,0,48,696,677,0
1,0.0,2,0.0,0,73,0,0,389,50630,776,0
1,0.0,2,0.0,0,32,0,0,78,1728,1511,0
1,0.0,1,0.0,0,7,0,0,379,1177,1857,0
1,0.0,1,0.0,0,49,0,0,64,1110,2574,0
0,0.0,1,0.0,0,4,0,0,78,497,1170,0
1,0.0274193261036163,2,0.0,0,24,0,0,358,6524137,505,0
1,0.0878354441301273,0,0.0,0,0,0,1,10,305,333,0
1,0.0,1,0.0,0,66,0,0,99,799,154,0
1,0.0,2,0.0,0,0,0,1,17,155,190,0
1,0.0,2,0.0,0,118,0,0,29,203,269,0
1,0.0,1,0.0,0,0,0,0,3,35,28,0
1,0.1405306868537023,2,0.0,0,42,0,0,18,397,249,0
1,0.0,1,0.0773064657428901,0,11,0,0,15,454,412,0
1,0.0,2,0.0,0,10,0,1,146,264,210,0
1,0.0,2,0.0,0,17,0,1,4,258,355,0
1,0.0,2,0.0,0,48,0,1,21,1366,1300,0
1,0.329282429814801,2,0.0,0,13,1,0,9,781,472,0
1,0.1079687180032029,2,0.0,0,82,0,0,25,363,481,0
0,0.0,0,0.0,0,32,0,1,54,638,1021,0
1,0.0,0,0.0,0,8,0,0,10,301,392,0
1,0.0,2,0.0214281610028888,0,98,1,0,207,5729,619,0
1,0.0445342651964904,1,0.0,0,7,0,0,6,113,110,0
1,0.0955636255621357,3,0.0,0,69,0,1,28,335,512,0
1,0.0,1,0.0,0,116,0,0,40,91,111,0
1,0.0,2,0.0,0,3,0,1,9,157,171,0
1,0.2066435707205207,0,0.0,0,40,0,0,56,980,998,0
1,0.0,1,0.0,0,21,0,0,56,143,239,0
1,0.078103286916203,1,0.0,0,0,0,0,4,74,43,0
1,0.0,2,0.0,0,104,0,0,184,44455,3020,0
1,0.0131949062326278,1,0.0,0,0,0,0,2,41,23,0
1,0.0,1,0.0,0,40,0,0,11,310,361,0
1,0.0,3,0.0,0,28,0,0,51,504,682,0
1,0.0837976116721529,2,0.0,0,0,0,1,7,94,127,0
1,0.0237936216789566,2,0.0,0,87,0,0,15,420,568,0
1,0.0342222707807255,2,0.0,0,36,0,0,819,789,934,0
1,0.0,2,0.0,0,1,0,0,28,162,216,0
1,0.0333934136739384,4,0.0,0,84,0,0,497,325117,65,0
0,0.0,1,0.0,0,7,0,1,9,244,339,0
1,0.173290475144236,1,0.0,0,3,0,0,9,166,163,0
1,0.0897251747547576,0,0.0,0,0,0,0,10,127,103,0
1,0.0,2,0.0,0,44,1,0,566,97099,459,0
1,0.0,2,0.0,0,55,0,0,254,2675,503,0
1,0.1430077437701367,1,0.0,0,0,0,0,3,284,326,0
1,0.0,1,0.0,0,71,1,0,114,2002,299,0
1,0.0,2,0.0,0,122,0,1,13,190,180,0
1,0.0,0,0.0,0,103,0,0,80,1265,2955,0
1,0.0,1,0.0,0,72,0,0,152,2078,348,0
1,0.2044850686452135,0,0.0,0,2,0,1,10,124,448,0
1,0.0,0,0.0,0,0,0,1,20,191,410,0
1,0.0,2,0.0,0,0,0,0,371,725,415,0
1,0.0,1,0.0,0,32,0,1,8,112,442,0
1,0.0,2,0.0,0,52,0,0,96,3544,316,0
1,0.0,2,0.0155915909442841,0,57,1,0,376,8516,399,0
1,0.0,2,0.0,0,7,0,0,5,104,109,0
1,0.0133452018250913,0,0.0133452018250913,0,61,0,0,157,1680,2972,0
1,0.0,3,0.0,0,25,0,0,155,440,278,0
1,0.0,1,0.0,0,24,0,0,23,702,604,0
1,0.0,1,0.0,0,34,0,0,40,663,1023,0
1,0.0635377025597263,3,0.0,0,23,1,0,26,774,520,0
1,0.0,2,0.0,0,32,0,1,63,281,547,0
1,0.0,2,0.0,0,15,0,0,199,1085,1063,0
1,0.0,1,0.0,0,30,0,0,4,276,371,0
1,0.0,2,0.0,0,70,1,0,464,710030,399,0
1,0.0063437623834021,2,0.0,0,29,0,0,211,1429,629,0
1,0.0565982233703557,0,0.0,0,28,0,1,78,992,976,0
1,0.0930170965438424,0,0.0,0,0,0,0,10,131,99,0
1,0.2448321236976873,1,0.0,0,0,0,0,8,170,166,0
1,0.0732415225353566,2,0.0,0,33,1,0,57,187,65,0
1,0.0,1,0.0,0,5,1,0,111,391,494,0
1,0.0,1,0.0,0,0,0,0,9,42,30,0
1,0.022407979220529,1,0.0,0,37,0,1,63,95,174,0
1,0.0,1,0.0,0,0,0,1,87,398,297,0
1,0.0,1,0.0,0,0,0,0,111,506,571,0
1,0.0,1,0.0,0,0,0,0,8,105,97,0
1,0.2738054115707205,1,0.0777340244605413,0,10,0,0,30,502,481,0
1,0.0,1,0.0,0,1,0,0,3,35,21,0
1,0.3289643857820763,1,0.1827579921011535,0,137,0,0,748,706,1255,0
1,0.0,1,0.0,0,32,0,0,31,106,250,0
1,0.0548490390433193,2,0.0,0,66,0,0,39,371,471,0
1,0.0,2,0.0,0,27,0,0,106,493,997,0
1,0.0,1,0.0,0,0,0,0,67,133,96,0
1,0.059828495940685,2,0.0,0,46,0,0,410,350529,113,0
1,0.0,2,0.0,0,94,1,0,319,91904,212,0
1,0.0,2,0.0,0,115,0,0,23,193,173,0
1,0.0524032268988344,1,0.0,0,1,0,0,12,134,97,0
1,0.0,1,0.0,0,0,0,0,230,421,904,0
1,0.0877382051312199,1,0.0,0,11,0,1,170,1568,1834,0
1,0.0,0,0.0,0,0,0,0,176,397,831,0
1,0.0005186252998106,1,0.0,0,40,0,0,212,12939,811,0
1,0.0,2,0.0,0,72,1,0,417,36993,1687,0
1,0.0,1,0.0,0,56,0,1,24,1203,1158,0
1,0.0,1,0.0,0,67,0,1,58,103,178,0
1,0.0,1,0.0,0,0,0,0,13,46,35,0
1,0.0,1,0.0,0,118,1,0,663,23761,951,0
1,0.0,0,0.0,0,8,0,0,88,871,1146,0
1,0.0,0,0.0,0,76,0,0,10,306,375,0
1,0.2410637991164007,0,0.0,0,0,0,1,15,263,332,0
1,0.0,0,0.0,0,57,0,0,10,309,390,0
1,0.0285263166212003,2,0.0,0,12,0,0,6,406,403,0
1,0.0,2,0.0,0,66,0,0,517,10412,945,0
1,0.0964061325078446,2,0.0,0,0,0,1,12,158,99,0
1,0.0,1,0.0,0,0,0,0,113,511,582,0
0,0.0,1,0.0,0,27,0,1,107,496,1002,0
1,0.0125724268992226,1,0.0,0,0,0,0,9,206,78,0
1,0.0,4,0.0,0,11,0,0,41,537,674,0
1,0.0,2,0.0,0,23,0,0,6,799,1156,0
1,0.0,1,0.0,0,0,0,1,6,151,127,0
1,0.0,1,0.0,0,0,0,0,28,115,97,0
1,0.0,2,0.0,0,19,0,0,116,539,668,0
1,0.0579175255374722,0,0.0,0,1,0,0,11,117,99,0
1,0.0,1,0.0,0,7,0,1,7,167,164,0
1,0.31580770588391,1,0.0,0,35,0,0,109,807,678,0
1,0.0,2,0.0,0,131,1,0,492,64819,357,0
1,0.0,2,0.0,0,101,1,0,157,2413,349,0
1,0.0625612267946373,2,0.0,0,124,0,0,71,894,72,0
1,0.0866769117054149,0,0.0,0,0,0,0,15,79,36,0
1,0.0,1,0.0,0,43,0,0,209,5186,628,0
1,0.0,2,0.0,0,123,0,1,11,199,193,0
1,0.0,5,0.0,0,111,0,0,684,339902,2,0
1,0.0,1,0.0,0,134,1,0,787,20220,1178,0
1,0.0,2,0.0,0,35,0,0,84,763,669,0
1,0.0,0,0.0,0,34,0,0,21,561,597,0
1,0.0,1,0.0,0,2,0,1,50,193,393,0
1,0.0,1,0.0,0,33,0,0,122,269,370,0
1,0.0,2,0.0,0,11,0,0,119,539,655,0
1,0.0,1,0.0,0,6,0,0,108,852,515,0
1,0.0,1,0.0,0,55,0,0,19,120,177,0
1,0.0,1,0.0,0,87,0,1,27,759,372,0
1,0.0,1,0.0,0,2,0,0,23,196,344,0
1,0.0171294172488906,2,0.0,0,0,0,0,7,104,102,0
1,0.1133325454706146,0,0.0,0,0,0,0,1,78,33,0
1,0.0,1,0.0,0,68,0,0,329,2638168,355,0
1,0.0,2,0.0,0,66,0,0,267,10155,1235,0
1,0.0,1,0.0,0,38,0,0,41,421,310,0
1,0.0,2,0.0,0,11,0,1,5,256,351,0
1,0.0,1,0.0,0,20,0,0,175,1057,1055,0
1,0.0,2,0.0,0,3,0,0,63,484,1187,0
1,0.0,1,0.0,0,0,0,0,3,33,34,0
1,0.0402748782276089,1,0.0,0,21,0,0,49,160,87,0
1,0.0,2,0.0,0,6,0,0,8,403,404,0
1,0.0,1,0.0,0,9,0,0,6,105,110,0
1,0.0551600476207664,2,0.0,0,31,0,0,140,1352,630,0
1,0.0199913109780409,1,0.0,0,0,0,0,0,92,47,0
1,0.0958116776038819,2,0.0,0,44,0,0,136,5535,436,0
1,0.0,2,0.0,0,82,0,1,87,113,395,0
1,0.0526557035606254,2,0.0,0,17,0,0,73,201,43,0
1,0.1148283145732981,1,0.0,0,13,0,1,14,176,163,0
1,0.2290242401156755,1,0.0,0,0,0,1,7,266,324,0
1,0.0,0,0.0,0,19,0,0,12,303,369,0
1,0.0,2,0.0,0,63,0,0,60,894,3086,0
1,0.0624901763571654,4,0.1079768719155331,0,60,0,0,71,756,537,0
1,0.0,2,0.0,0,5,0,1,48,360,339,0
1,0.0812912334847822,2,0.0,0,31,0,0,37,405,267,0
1,0.0,3,0.0,0,71,0,0,1194,696669,133,0
1,0.1832441990804974,2,0.0,0,15,0,0,22,49,86,0
1,0.0,1,0.0,0,41,0,0,239,822,845,0
1,0.0,0,0.0,0,75,0,0,12,312,373,0
1,0.1212293129866959,1,0.0,0,0,0,0,3,291,327,0
1,0.040760194689925,1,0.0,0,2,0,0,69,354,539,0
1,0.0,2,0.0,0,99,0,0,211,5380,602,0
1,0.0,2,0.0,0,85,0,0,422,1929,2538,0
1,0.0,2,0.0,0,3,0,0,35,163,254,0
1,0.0550742679583675,0,0.0,0,0,0,0,20,72,43,0
1,0.0,1,0.0,0,100,0,0,496,2351,794,0
1,0.0542962625143448,2,0.0,0,11,0,0,135,1353,495,0
1,0.0,2,0.0,0,18,0,0,95,516,662,0
1,0.0,1,0.0,0,3,0,0,550,756,427,0
1,0.0,1,0.0,0,14,0,1,9,315,344,0
1,0.0752024232417183,1,0.0,0,40,0,0,50,89,139,0
1,0.0990208893587621,1,0.0990208893587621,0,0,0,0,713,752,4651,0
1,0.0,1,0.0,0,26,0,0,59,615,1034,0
1,0.0,1,0.0,0,27,0,0,39,719,624,0
1,0.071605306862988,1,0.0,0,0,0,0,0,83,39,0
1,0.1547018819381624,0,0.0,0,52,0,1,260,984,2581,0
1,0.0,2,0.0,0,7,0,1,4,124,122,0
1,0.2563862434079844,1,0.0,0,35,0,0,100,792,670,0
1,0.2305554492372232,1,0.0163984967621453,0,14,0,0,37,494,484,0
1,0.0,1,0.0,0,0,0,0,148,472,1044,0
1,0.0684477771420439,2,0.0,0,20,0,0,395,6199179,1096,0
1,0.0,2,0.0,0,87,0,0,253,1793,479,0
1,0.0,0,0.0,0,15,0,0,158,998,527,0
1,0.0,2,0.0,0,36,0,0,231,897,700,0
1,0.0,2,0.0,0,113,0,1,319,670,3471,0
1,0.0,2,0.0,0,126,0,0,5,227,238,0
1,0.2038171253281359,0,0.0,0,27,0,0,41,983,953,0
1,0.0,2,0.0,0,77,1,0,298,17416,419,0
1,0.0,3,0.2090297440548794,0,90,0,1,128,784,522,0
1,0.0,1,0.0,0,14,0,0,12,720,1229,0
1,0.028520971895912,2,0.0,0,8,0,0,77,7305,265,0
1,0.2084269549090183,4,0.0,0,65,0,0,9,4050,3879,0
1,0.0,1,0.0,0,27,0,0,904,447,908,0
1,0.0,1,0.0,0,112,0,1,45,130,177,0
1,0.0969863416271314,1,0.0,0,99,0,0,100,10759,645,0
1,0.0,1,0.0,0,70,0,1,227,1309,932,0
1,0.1116000945687804,1,0.0,0,19,0,0,44,1791,634,0
1,0.0,1,0.0,0,112,0,1,95,884,4598,0
1,0.0138786390306925,1,0.0,0,52,0,0,15,123,179,0
1,0.1193549870805533,1,0.0,0,28,0,0,250,1422,2033,0
1,0.1385548342721073,2,0.0,0,38,0,0,4,377,259,0
1,0.0,1,0.0,0,45,0,0,216,5239,641,0
1,0.0374077968017315,3,0.0,0,15,0,0,321,3397,983,0
1,0.0,1,0.0,0,56,0,0,87,663,1372,0
1,0.0430041049157023,1,0.0,0,99,0,1,65,98,171,0
1,0.0,1,0.0,0,70,0,0,9,75,118,0
1,0.2847213588944531,2,0.0,0,25,0,1,232,1470,1221,0
1,0.0,2,0.0,0,33,0,0,57,99,177,0
1,0.1241817180435416,1,0.0,0,104,0,0,19,161,231,0
1,0.0,2,0.0,0,88,0,0,259,1795,473,0
1,0.0406547614325357,1,0.0,0,14,0,0,80,999,590,0
1,0.0,2,0.0,0,9,0,0,95,852,510,0
1,0.0,1,0.0,0,3,0,0,88,406,284,0
1,0.1191084524269552,3,0.0,0,81,0,0,225,3161,3229,0
1,0.0,0,0.0,0,40,0,0,227,1035,520,0
1,0.0,1,0.0,0,11,0,0,585,717,454,0
1,0.0,2,0.0,0,80,0,0,179,1493,1002,0
1,0.0,1,0.0081860261857634,0,32,0,0,70,420,367,0
1,0.0,1,0.0,0,22,0,1,118,267,335,0
1,0.0,1,0.0,0,2,0,0,10,91,122,0
0,0.0,0,0.0,0,26,0,1,15,219,323,0
1,0.0,1,0.0,0,115,0,0,37,87,111,0
1,0.0862088252099973,2,0.0,0,52,0,0,391,789,398,0
1,0.1450050281832958,2,0.0,0,42,0,0,92,5664,325,0
1,0.0,3,0.0,0,24,0,0,147,424,272,0
1,0.0,1,0.0,0,10,0,0,170,469,517,0
1,0.1555468398452253,1,0.0,0,12,0,1,4,106,467,0
1,0.0,2,0.0,0,63,0,0,90,216,171,0
1,0.2954362065654587,1,0.0,0,1,0,1,8,99,486,0
1,0.0940571490117695,1,0.0,0,12,0,1,14,55,83,0
1,0.0,2,0.0,0,56,1,0,383,650952,411,0
1,0.0,1,0.0,0,96,0,0,374,10301,2086,0
1,0.0080612595427327,1,0.0,0,0,0,0,6,148,123,0
1,0.0,1,0.0,0,0,0,0,51,500,1242,0
1,0.0941410970228242,1,0.0,0,45,0,1,94,182,168,0
1,0.1085667475467207,0,0.0,0,0,0,0,1,76,34,0
1,0.2858848856752275,2,0.0,0,47,0,0,1562,1118,698,0
1,0.0,1,0.0,0,130,0,0,153,10638,2824,0
1,0.0,2,0.0,0,67,0,0,53,704,672,0
1,0.0806512316935587,1,0.0,0,23,0,0,24,159,88,0
1,0.1047466735841359,2,0.0,0,81,0,0,26,363,480,0
1,0.0513767704202961,0,0.0,0,30,0,1,80,994,978,0
1,0.0,0,0.0,0,1,0,1,20,189,414,0
1,0.1803294731857396,2,0.0,0,22,0,0,23,45,80,0
1,0.0910809336285984,1,0.0,0,29,0,1,53,1127,587,0
1,0.0,1,0.0,0,46,0,0,218,5181,806,0
1,0.0,2,0.0,0,58,0,0,71,1184,1915,0
1,0.0,2,0.0,0,0,0,0,8,78,61,0
